10309,2,5.43,0,4,1326651,0.0000320,0.0,80.25121797340164,558.6419133025914,381.68485422550043
2786467.86,5.0,11.16,16.0,10.0,387655.5,9.149999999999999e-06,67.0,22.178847166582383,1666.398391817039,383.1517965733739
873050.886,3.0,3.93,11.0,3.0,119875997.52,1.1819519999999998e-06,67.0,7.251250603798204,595.9537170021445,1440.0108601268867
17934.0,4.0,11.59,0.0,110244.0,57699.37799999999,1.3445999999999998e-06,0,5.4602951900683685,1813.431881786445,1440.0108601268867
9897.0,510.0,7.07,17.0,15.0,52492.049999999996,0.0001225557,67.0,0.5006706704445404,546.4404287406163,428.8434506530521
10530.6,5.0,6.81,679903.0,5.0,378384.89999999997,0.00016515,67.0,19.556496979643615,6162.662472685559,34.88713813030204
5141.16,2.0,6.83,13.0,4.0,47287.772999999994,0.00992121,67.0,2.237657848817329,1429.1907784799805,1333.4626013969623
2968.5599999999995,2.0,7.73,15.0,16.0,143835.21,0.0023856000000000003,67.0,5.8276848938794705,536.0150705910996,413.9322070843983
876696.9389999999,5.0,15136.12,10.0,16.0,593802.6,0.000386262,0,6.858710382418697,1515.9028291828606,267.41567302011464
11172.3,5.0,6.38,11.0,7.0,474593.69999999995,3.087e-06,0.0,6.038275758478893,1308.3695350299677,499.7778614146682
1039413.6,4.0,11.07,18.0,15.0,178411.5,0.00233046,0,0.4914265671061532,1503.5565714313225,563.3607573985042
3351.6899999999996,3.0,15136.12,0.0,8.0,486489.0,0.04618079999999999,67.0,0.7443185354365099,1727.735738767951,1332.2959305783406
5063.579999999999,3.0,6.68,11.0,10.0,63623.312999999995,4.599e-06,0,8.08265937959848,1750.1024221885264,1421.2021811879106
17517.3,2488.0,6.26,676102.0,11.0,716576.4,0.00015083999999999999,60.0,15.849240487832152,6702.186141444664,1324.1199911925369
5248,1,4.03,0,7,1261283,0.0000319,0.0,73.7912926466832,573.3655502943676,413.70416844730823
34614,4,7.29,11,7,1606150,0.0000316,0.0,104.4942966015536,585.2541300549706,387.2188640355673
32530,4,6.13,11,4,1580097,0.0000338,0.0,71.59728775443648,555.1627179896652,423.72166857215257
11850.3,12.0,9.57,18.0,2.0,457657951.5,9.810000000000001e-06,67.0,6.121470754077832,1440.2313644806916,1478.0516193817753
3075.5699999999997,6.0,7.52,11.0,3.0,136651090.23,1.0089e-05,0,1.1442825658613918,498.2558588310177,37.44741655257973
3500.1899999999996,9.0,7.45,11.0,6056.0,173623.13999999998,2.8440000000000002e-06,60.0,4.653434954735553,1750.1024221885264,246.19218820207945
3563.9099999999994,9.0,5.85,11.0,111546.0,716274.9,0.00141543,67.0,7.1161869732980145,1308.2404445897623,384.4006761260481
3069.9,2594.0,9.97,11.0,6.0,478226.39999999997,0.5131199999999999,67.0,7.390597458139154,1257.0304338724818,533.3539387155087
10167.0,6.0,11.51,11.0,5.0,456380042.7,1.494e-05,67.0,15.57176403295146,1429.1907784799805,278.47846778398724
3533345.6999999997,4.0,7.52,12.0,16.0,143977.86,4.8987e-05,67.0,1.4858830674727752,5975.604509627902,568.303813311345
17494.5,1.0,7.89,11.0,7.0,382123.5,0.00831816,0.0,16.241059113789223,1308.2404445897623,1275.7462719213506
1098.3329999999999,5.0,15036.32,11.0,112112.0,220147.83,5.9958e-05,0,22.617852574374886,1399.3397472122592,567.2104702715617
33760,3,8.03,11,6,1617800,0.0000333,0.0,61.24139993785005,603.4379808446006,456.48237346306905
1216.3229999999999,3.0,11.97,11.0,112006.0,707858.4,2.7179999999999996e-06,0,4.952943558242584,5990.285103732261,1230.6012561548773
2239.56,2.0,14810.35,13.0,17.0,19199.640599999995,0.00018359999999999996,67.0,9.404486694139823,1666.398391817039,444.4905611861973
21972.6,4.0,9.54,11.0,24.0,521619.89999999997,1.545e-05,60.0,3.814275219537973,1355.1946380146615,35.08889811648517
10466.4,3.0,11.49,680025.0,5.0,586723.7999999999,0.00014528999999999999,0.0,16.53943594727407,1000.3478119393587,32.645168374547055
3125.7899999999995,4.0,13.13,18.0,15.0,698963.7,0.0002892267,0,9.610143395141263,1527.234268511484,1329.604293391036
10326.9,4.0,12.79,11.0,10.0,142378.11,0.00014246999999999998,60.0,3.082412646907163,1288.0350403428595,35.36550721163422
222.26399999999998,3.0,6.93,11.0,4.0,137647.26,0.0011304,0,1.407877823611656,1075.5297058188119,524.2845069328744
22700.1,3.0,78.95,670370.0,110241.0,144263.43,0.0012308999999999998,0,22.982751510964682,309.4621012467282,1391.7163929751334
32716,3,6.41,11,7,1592651,0.0000305,0.0,60.35603438626866,563.1360665076933,399.1008264116548
5648.49,2946.0,6.22,4.0,14.0,13202.878499999997,0.0030980205,0,1.3835026325520203,1651.6077946883345,416.5588452820234
6301.889999999999,3.0,10.67,0.0,6.0,455742923.4,0.00038250000000000003,0.0,6.875435531505519,1322.8091671656298,1258.005390524147
5648.49,4.0,7.45,18.0,11.0,218281.58999999997,0.0011873099999999998,60.0,26.837943929692063,1024.7594937965932,1370.316999473246
3520.7099999999996,2.0,6.15,11.0,6.0,458824.2,0.0012089999999999998,0,23.22791162987544,6222.5092482975615,1332.2959305783406
1607.472,4.0,6.44,13.0,17.0,43800.371999999996,4.2516e-05,0,1.246808122775829,1318.7047325058952,381.6020790640565
