branch-misses,cpu-migrations,cpu-clock,page-faults,context-switches,branches,latency,call-percent,cpu-idle,disk-io,network-bandwidth
4027.4794933966414,3.9239132147903777,0.8501979867976424,0.0,3.540602424564204,3166682.1289212834,0.00024326098836124533,0.0,119.35833148788747,345.4228576985024,134.72464780952546
2439.294824650139,3.51803570162671,4.445074936108919,0.0,2.0290277785159665,4116827.686440629,0.0001027188657293582,0.0,48.9357424276417,452.1543680000007,199.24082189536986
10309,2,5.43,0,4,1326651,0.0000320,0.0,80.25121797340164,558.6419133025914,381.68485422550043
5195.891928857087,1.0915456079380947,7.462757311756047,0.0,0.2863155167526758,869533.710720192,4.68362453433463e-05,0.0,296.6040914239416,2391.1091439651955,520.2959371064355
4932.324373974281,0.4915320802603686,14.520412422581607,0.0,0.16325193780911773,564185.868702855,5.5249682992073616e-05,0.0,85.76466612427014,2150.737308883491,178.35189254480355
9673.396771864835,0.05886121488409621,0.7132379070254253,0.0,0.5477041006840806,2362381.3473800444,9.425220286341001e-05,0.0,387.6678801152957,6257.105761947976,99.0132950221296
58134.71678387273,0.2010845355015327,4.346094264618537,0.0,0.8298424100312655,3084873.9610758405,2.6253300571045925e-05,0.0,221.61453584721744,2263.0367955451406,13.308053519979694
35953.73820099888,0.21025622787167486,2.777347707980242,0.0,0.4480959836538868,898203.5846608762,2.7173953587943694e-05,0.0,114.94477656300916,1640.3043379601004,47.25025531325042
9694.235732686822,0.21391248310409616,12.336133480521505,0.0,0.5373733016147844,464803.82619920035,1.374679177695467e-05,0.0,36.52051196213358,514.8422526099747,377.5003717738497
6088.659028483431,0.1375552215589657,15.624755358953234,0.0,2.463297929315176,2417333.314325832,3.191179908105507e-05,0.0,190.0899927960049,2206.9621721762064,902.2669673738976
3423.567390887163,0.8803716195775277,7.064656601279423,0.0,2.4566875177802565,1230647.0749496315,1.5185702444193237e-05,0.0,65.97706809619952,741.7126341442594,540.5779534208757
5248,1,4.03,0,7,1261283,0.0000319,0.0,73.7912926466832,573.3655502943676,413.70416844730823
1843.684614024366,0.23031815681530493,62.526811212054525,0.9699371966440022,4.406066086969545,16464183.344441378,6.804135583480965e-05,0.0,789.6199670297073,1141.4225830152814,1873.0897669335968
1238.9917861000522,0.20511270006174165,46.182417720224834,1.2755210471369955,14.759513098147487,4187605.315007409,1.9602177807886927e-05,0.0,755.3954343986258,431.6947355073561,2959.428795827367
57991.567881437186,0.3755237343410214,74.81254789593038,0.034598000035296575,3.0457605137269255,14033505.174989894,0.001769986673885865,0.0,17305.185462757658,523.0120822632018,551.9895908017078
15203.120445926412,1.0100609820040187,115.03936466180761,0.02594971503606755,2.1257161581097797,23052473.349061087,0.0023087011410365295,0.0,7958.06330653321,422.86582381193034,320.5737270208972
134497.17639682317,2.460644841618363,140.19254205516427,0.037311884524548665,5.009297292923494,10266036.215922628,0.0016132545521042147,0.0,3011.6247888977487,1146.2597266702442,621.3420153563147
