branch-misses,cpu-migrations,cpu-clock,page-faults,context-switches,branches,latency,0,cpu-idle,0,0
4027.4794933966414,3.9239132147903777,0.8501979867976424,0.0,3.540602424564204,3166682.1289212834,0.00024326098836124533,0,119.35833148788747,0,0
2439.294824650139,3.51803570162671,4.445074936108919,0.0,2.0290277785159665,4116827.686440629,0.0001027188657293582,0,48.9357424276417,0,0
10309,2,5.43,0,4,1326651,0.0000320,0,80.25121797340164,0,0
5195.891928857087,1.0915456079380947,7.462757311756047,0.0,0.2863155167526758,869533.710720192,4.68362453433463e-05,0,296.6040914239416,0,0
4932.324373974281,0.4915320802603686,14.520412422581607,0.0,0.16325193780911773,564185.868702855,5.5249682992073616e-05,0,85.76466612427014,0,0
9673.396771864835,0.05886121488409621,0.7132379070254253,0.0,0.5477041006840806,2362381.3473800444,9.425220286341001e-05,0,387.6678801152957,0,0
58134.71678387273,0.2010845355015327,4.346094264618537,0.0,0.8298424100312655,3084873.9610758405,2.6253300571045925e-05,0,221.61453584721744,0,0
35953.73820099888,0.21025622787167486,2.777347707980242,0.0,0.4480959836538868,898203.5846608762,2.7173953587943694e-05,0,114.94477656300916,0,0
9694.235732686822,0.21391248310409616,12.336133480521505,0.0,0.5373733016147844,464803.82619920035,1.374679177695467e-05,0,36.52051196213358,0,0
6088.659028483431,0.1375552215589657,15.624755358953234,0.0,2.463297929315176,2417333.314325832,3.191179908105507e-05,0,190.0899927960049,0,0
3423.567390887163,0.8803716195775277,7.064656601279423,0.0,2.4566875177802565,1230647.0749496315,1.5185702444193237e-05,0,65.97706809619952,0,0
5248,1,4.03,0,7,1261283,0.0000319,0,73.7912926466832,0,0
1843.684614024366,0.23031815681530493,62.526811212054525,0.9699371966440022,4.406066086969545,16464183.344441378,6.804135583480965e-05,0,789.6199670297073,0,0
1238.9917861000522,0.20511270006174165,46.182417720224834,1.2755210471369955,14.759513098147487,4187605.315007409,1.9602177807886927e-05,0,755.3954343986258,0,0
57991.567881437186,0.3755237343410214,74.81254789593038,0.034598000035296575,3.0457605137269255,14033505.174989894,0.001769986673885865,0,17305.185462757658,0,0
15203.120445926412,1.0100609820040187,115.03936466180761,0.02594971503606755,2.1257161581097797,23052473.349061087,0.0023087011410365295,0,7958.06330653321,0,0
134497.17639682317,2.460644841618363,140.19254205516427,0.037311884524548665,5.009297292923494,10266036.215922628,0.0016132545521042147,0,3011.6247888977487,0,0
44985.19341828417,11.177598120969012,104.1745465442097,0.031163777052411967,8.330692638153662,4665587.867420822,0.0004947979272662598,0,1221.7822132774695,0,0
6587.8656926165495,11.004237192038886,48.25004610536032,0.20551955117599446,3.6393635760164855,11683884.216169912,1.8939237801412313e-05,0,468.8324451929726,0,0
24140.370854454122,4.216761127572102,35.83472715751045,0.37629616094425217,7.726848081149182,4704493.188460732,0.00014467510866363813,0,371.7563141362589,0,0
8033.49967061315,2.826345875291146,19.74060217780083,0.812401158292495,13.557280122274776,5642346.66977253,4.620772716949055e-05,0,386.82775181129034,0,0
23301.22092708142,8.587368845813279,1.8318402666443125,3.6711104427608126,10.73230617591094,4362249.723643804,9.874196861940954e-05,0,401.812566412454,0,0
34614,4,7.29,11,7,1606150,0.0000316,0,104.4942966015536,0,0
27683.265141086194,3.9144987508108127,9.365627936937955,17.270531247068895,2.0794716510785696,218147.61215356225,4.857385037514917e-06,0,106.24499781715058,0,0
32530,4,6.13,11,4,1580097,0.0000338,0,71.59728775443648,0,0
